Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.041       -167889.04   -167990.83       101.80    89.8
0.042       -167889.04   -167998.62       109.58    96.7
0.043       -167889.09   -168007.02       117.93   104.0
0.044       -167889.17   -168014.83       125.66   110.9
0.045       -167889.24   -168020.91       131.67   116.1
0.046       -167889.26   -168024.34       135.08   119.2
0.047       -167889.24   -168024.59       135.35   119.4
0.048       -167889.22   -168021.58       132.36   116.8
0.049       -167921.26   -168016.83        95.57    84.3
0.050       -167921.18   -168010.96        89.78    79.2
0.051       -167921.13   -168004.75        83.62    73.8
0.052       -167921.05   -167999.00        77.95    68.8
0.053       -167921.02   -167994.42        73.40    64.7
0.054       -167920.99   -167991.53        70.54    62.2
0.055       -167920.91   -167990.60        69.69    61.5
0.056       -167920.92   -167991.60        70.68    62.4
0.057       -167920.95   -167994.26        73.31    64.7
0.058       -167920.95   -167998.12        77.17    68.1
0.059       -167920.94   -168002.59        81.64    72.0
0.060       -167920.94   -168007.08        86.14    76.0
0.061       -167851.86   -168011.36       159.50   140.7
0.062       -167851.90   -168012.37       160.48   141.6
0.063       -167851.80   -168010.19       158.40   139.7
0.064       -167851.68   -168005.32       153.63   135.5
0.065       -167851.57   -167998.60       147.03   129.7
0.066       -167851.46   -167991.11       139.65   123.2
0.067       -167851.38   -167983.91       132.52   116.9
0.068       -167851.28   -167977.93       126.66   111.7
0.069       -167851.24   -167973.82       122.57   108.1
0.070       -167851.23   -167971.82       120.59   106.4
0.071       -167851.20   -167971.81       120.61   106.4
0.072       -167851.24   -167973.34       122.10   107.7
0.073       -167863.00   -167975.78       112.79    99.5
0.074       -167863.04   -167978.69       115.65   102.0
0.075       -167863.03   -167981.36       118.33   104.4
0.076       -167863.04   -167983.27       120.23   106.1
0.077       -167863.05   -167984.13       121.08   106.8
0.078       -167863.02   -167983.92       120.90   106.6
0.079       -167862.97   -167982.87       119.90   105.8
0.080       -167862.89   -167981.39       118.50   104.5
0.081       -167862.90   -167979.95       117.05   103.3
0.082       -167862.83   -167978.99       116.16   102.5
0.083       -167862.78   -167978.83       116.05   102.4
0.084       -167862.78   -167979.58       116.80   103.0
0.085       -167863.31   -167981.14       117.83   103.9
0.086       -167863.28   -167983.20       119.92   105.8
0.087       -167863.29   -167985.28       121.99   107.6
0.088       -167863.31   -167986.84       123.54   109.0
0.089       -167863.29   -167987.39       124.10   109.5
0.090       -167863.31   -167986.59       123.28   108.8
0.091       -167863.22   -167984.32       121.10   106.8
0.092       -167863.20   -167980.73       117.53   103.7
0.093       -167863.10   -167976.22       113.12    99.8
0.094       -167863.00   -167971.35       108.35    95.6
0.095       -167862.88   -167966.79       103.91    91.7
0.096       -167862.78   -167963.16       100.38    88.6
0.097       -167826.79   -167959.99       133.20   117.5
0.098       -167826.80   -167957.66       130.86   115.4
0.099       -167826.76   -167956.47       129.72   114.4
0.100       -167826.72   -167956.56       129.84   114.5
0.101       -167826.77   -167957.84       131.07   115.6
0.102       -167826.79   -167960.05       133.26   117.6
0.103       -167826.82   -167962.80       135.97   119.9
0.104       -167826.81   -167965.62       138.81   122.4
0.105       -167826.84   -167968.06       141.22   124.6
0.106       -167826.86   -167969.74       142.88   126.0
0.107       -167826.81   -167970.45       143.64   126.7
0.108       -167826.82   -167970.12       143.30   126.4
0.109       -167873.78   -167969.77        95.99    84.7
0.110       -167873.76   -167970.15        96.38    85.0
0.111       -167873.70   -167971.26        97.56    86.1
0.112       -167873.67   -167973.01        99.35    87.6
0.113       -167873.63   -167975.18       101.55    89.6
0.114       -167873.67   -167977.50       103.83    91.6
0.115       -167873.68   -167979.66       105.98    93.5
0.116       -167873.63   -167981.40       107.77    95.1
0.117       -167873.61   -167982.52       108.92    96.1
0.118       -167873.56   -167982.97       109.41    96.5
0.119       -167873.51   -167982.77       109.26    96.4
0.120       -167873.43   -167982.10       108.66    95.9
0.121       -167854.13   -167980.77       126.65   111.7
0.122       -167854.06   -167978.90       124.84   110.1
0.123       -167854.07   -167976.86       122.78   108.3
0.124       -167854.03   -167975.03       121.00   106.7
0.125       -167854.05   -167973.72       119.67   105.6
0.126       -167853.94   -167973.12       119.18   105.1
0.127       -167853.89   -167973.26       119.37   105.3
0.128       -167853.87   -167974.01       120.14   106.0
0.129       -167853.83   -167975.15       121.32   107.0
0.130       -167853.81   -167976.35       122.54   108.1
0.131       -167853.77   -167977.33       123.56   109.0
0.132       -167853.76   -167977.86       124.10   109.5
0.133       -167864.92   -167978.01       113.08    99.8
0.134       -167864.86   -167977.97       113.11    99.8
0.135       -167864.87   -167977.84       112.97    99.7
0.136       -167864.86   -167977.72       112.86    99.6
0.137       -167864.78   -167977.74       112.96    99.6
0.138       -167864.80   -167977.98       113.17    99.8
0.139       -167864.76   -167978.47       113.71   100.3
0.140       -167864.68   -167979.17       114.49   101.0
0.141       -167864.62   -167980.00       115.37   101.8
0.142       -167864.66   -167980.80       116.15   102.5
0.143       -167864.60   -167981.42       116.82   103.0
0.144       -167864.56   -167981.69       117.13   103.3
0.145       -167861.17   -167981.43       120.26   106.1
0.146       -167861.15   -167980.52       119.36   105.3
0.147       -167861.13   -167978.97       117.84   103.9
0.148       -167861.15   -167976.92       115.77   102.1
0.149       -167861.07   -167974.57       113.50   100.1
0.150       -167861.00   -167972.18       111.18    98.1
0.151       -167860.92   -167970.05       109.13    96.3
0.152       -167860.86   -167968.43       107.57    94.9
0.153       -167860.78   -167967.54       106.76    94.2
0.154       -167860.75   -167967.51       106.76    94.2
0.155       -167860.74   -167968.33       107.60    94.9
0.156       -167860.73   -167969.94       109.21    96.3
0.157       -167839.77   -167972.02       132.25   116.7
0.158       -167839.76   -167973.87       134.11   118.3
0.159       -167839.73   -167975.35       135.63   119.6
0.160       -167839.64   -167976.40       136.76   120.6
0.161       -167839.59   -167976.98       137.39   121.2
0.162       -167839.52   -167977.13       137.62   121.4
0.163       -167839.54   -167976.91       137.37   121.2
0.164       -167839.49   -167976.39       136.90   120.8
0.165       -167839.45   -167975.67       136.22   120.2
0.166       -167839.38   -167974.84       135.46   119.5
0.167       -167839.37   -167973.98       134.62   118.8
0.168       -167839.33   -167973.13       133.80   118.0
0.169       -167865.98   -167972.76       106.79    94.2
0.170       -167865.97   -167973.13       107.16    94.5
0.171       -167865.94   -167974.03       108.09    95.4
0.172       -167865.91   -167975.22       109.31    96.4
0.173       -167865.88   -167976.43       110.55    97.5
0.174       -167865.87   -167977.43       111.57    98.4
0.175       -167865.82   -167978.07       112.26    99.0
0.176       -167865.78   -167978.31       112.53    99.3
0.177       -167865.76   -167978.20       112.44    99.2
0.178       -167865.72   -167977.90       112.19    99.0
0.179       -167865.74   -167977.62       111.88    98.7
0.180       -167865.70   -167977.56       111.86    98.7
0.181       -167848.46   -167977.64       129.18   114.0
0.182       -167848.41   -167977.70       129.29   114.0
0.183       -167848.36   -167977.83       129.47   114.2
0.184       -167848.39   -167978.05       129.66   114.4
0.185       -167848.33   -167978.32       129.99   114.7
0.186       -167848.34   -167978.50       130.16   114.8
0.187       -167848.31   -167978.46       130.14   114.8
0.188       -167848.29   -167978.05       129.76   114.5
0.189       -167848.23   -167977.17       128.94   113.7
0.190       -167848.22   -167975.81       127.59   112.5
0.191       -167848.18   -167974.05       125.87   111.0
0.192       -167848.09   -167972.06       123.97   109.4
0.193       -167854.68   -167970.19       115.51   101.9
0.194       -167854.58   -167968.72       114.14   100.7
0.195       -167854.60   -167967.79       113.20    99.9
0.196       -167854.51   -167967.51       113.00    99.7
0.197       -167854.55   -167967.88       113.32   100.0
0.198       -167854.55   -167968.79       114.24   100.8
0.199       -167854.52   -167970.09       115.57   102.0
0.200       -167854.50   -167971.55       117.05   103.3
0.201       -167854.50   -167972.90       118.40   104.4
0.202       -167854.53   -167973.91       119.38   105.3
0.203       -167854.56   -167974.39       119.83   105.7
0.204       -167854.54   -167974.26       119.72   105.6
0.205       -167851.75   -167973.47       121.71   107.4
0.206       -167851.72   -167972.10       120.38   106.2
0.207       -167851.65   -167970.38       118.73   104.7
0.208       -167851.66   -167968.59       116.93   103.2
0.209       -167851.57   -167967.04       115.46   101.9
0.210       -167851.53   -167965.98       114.45   101.0
0.211       -167851.48   -167965.59       114.11   100.7
0.212       -167851.43   -167965.93       114.49   101.0
0.213       -167851.44   -167966.94       115.50   101.9
0.214       -167851.42   -167968.49       117.07   103.3
0.215       -167851.40   -167970.39       119.00   105.0
0.216       -167851.30   -167972.44       121.13   106.9
0.217       -167850.55   -167974.40       123.85   109.2
0.218       -167850.57   -167976.09       125.53   110.7
0.219       -167850.56   -167977.43       126.87   111.9
0.220       -167850.52   -167978.35       127.83   112.8
0.221       -167850.51   -167978.88       128.37   113.2
0.222       -167850.51   -167979.10       128.58   113.4
0.223       -167850.46   -167979.09       128.63   113.5
0.224       -167850.40   -167978.94       128.53   113.4
0.225       -167850.33   -167978.71       128.38   113.3
0.226       -167850.29   -167978.42       128.13   113.0
0.227       -167850.19   -167978.06       127.87   112.8
0.228       -167850.16   -167977.57       127.41   112.4
0.229       -167860.76   -167977.08       116.32   102.6
0.230       -167860.75   -167976.66       115.92   102.3
0.231       -167860.71   -167976.26       115.55   101.9
0.232       -167860.69   -167975.81       115.13   101.6
0.233       -167860.68   -167975.31       114.64   101.1
0.234       -167860.70   -167974.79       114.09   100.6
0.235       -167860.67   -167974.29       113.62   100.2
0.236       -167860.63   -167973.87       113.24    99.9
0.237       -167860.69   -167973.61       112.93    99.6
0.238       -167860.65   -167973.57       112.92    99.6
0.239       -167860.65   -167973.83       113.18    99.8
0.240       -167860.60   -167974.43       113.83   100.4
0.241       -167842.75   -167975.17       132.42   116.8
0.242       -167842.73   -167975.74       133.00   117.3
0.243       -167842.68   -167976.15       133.48   117.7
0.244       -167842.63   -167976.45       133.82   118.0
0.245       -167842.62   -167976.67       134.06   118.3
0.246       -167842.52   -167976.84       134.32   118.5
0.247       -167842.47   -167976.97       134.50   118.6
0.248       -167842.43   -167977.05       134.62   118.8
0.249       -167842.40   -167977.06       134.65   118.8
0.250       -167842.37   -167976.94       134.57   118.7
0.251       -167842.28   -167976.63       134.36   118.5
0.252       -167842.30   -167976.08       133.79   118.0
0.253       -167863.19   -167975.63       112.44    99.2
0.254       -167863.11   -167975.49       112.37    99.1
0.255       -167863.08   -167975.59       112.51    99.2
0.256       -167863.02   -167975.85       112.82    99.5
0.257       -167862.98   -167976.18       113.20    99.9
0.258       -167862.94   -167976.51       113.57   100.2
0.259       -167862.90   -167976.80       113.90   100.5
0.260       -167862.88   -167977.01       114.14   100.7
0.261       -167862.85   -167977.12       114.27   100.8
0.262       -167862.82   -167977.12       114.30   100.8
0.263       -167862.80   -167977.01       114.20   100.7
0.264       -167862.77   -167976.81       114.05   100.6
0.265       -167843.41   -167976.24       132.84   117.2
0.266       -167843.36   -167975.10       131.73   116.2
0.267       -167843.35   -167973.52       130.17   114.8
0.268       -167843.28   -167971.70       128.42   113.3
0.269       -167843.17   -167969.82       126.65   111.7
0.270       -167843.13   -167968.05       124.92   110.2
0.271       -167843.07   -167966.55       123.47   108.9
0.272       -167843.04   -167965.39       122.35   107.9
0.273       -167843.04   -167964.65       121.61   107.3
0.274       -167843.03   -167964.32       121.28   107.0
0.275       -167842.96   -167964.38       121.42   107.1
0.276       -167842.92   -167964.75       121.83   107.5
0.277       -167838.94   -167965.32       126.37   111.5
0.278       -167838.92   -167965.93       127.01   112.0
0.279       -167838.84   -167966.52       127.68   112.6
0.280       -167838.78   -167967.04       128.26   113.1
0.281       -167838.73   -167967.49       128.76   113.6
0.282       -167838.73   -167967.86       129.13   113.9
0.283       -167838.69   -167968.18       129.49   114.2
0.284       -167838.65   -167968.42       129.78   114.5
0.285       -167838.58   -167968.57       129.99   114.7
0.286       -167838.54   -167968.54       130.00   114.7
0.287       -167838.52   -167968.28       129.77   114.5
0.288       -167838.47   -167967.72       129.26   114.0
0.289       -167848.26   -167967.02       118.76   104.8
0.290       -167848.26   -167966.30       118.04   104.1
0.291       -167848.23   -167965.55       117.32   103.5
0.292       -167848.19   -167964.80       116.61   102.9
0.293       -167848.16   -167964.07       115.91   102.2
0.294       -167848.13   -167963.40       115.27   101.7
0.295       -167848.13   -167962.85       114.72   101.2
0.296       -167848.10   -167962.50       114.40   100.9
0.297       -167848.09   -167962.41       114.32   100.8
0.298       -167848.08   -167962.63       114.54   101.0
0.299       -167848.04   -167963.19       115.14   101.6
0.300       -167848.01   -167964.08       116.06   102.4
0.301       -167830.11   -167965.04       134.93   119.0
0.302       -167830.06   -167965.69       135.63   119.6
0.303       -167830.05   -167966.01       135.95   119.9
0.304       -167830.09   -167966.06       135.97   119.9
0.305       -167830.07   -167965.95       135.87   119.9
0.306       -167830.06   -167965.79       135.73   119.7
0.307       -167830.10   -167965.71       135.61   119.6
0.308       -167830.08   -167965.79       135.71   119.7
0.309       -167830.01   -167966.06       136.05   120.0
0.310       -167829.96   -167966.50       136.53   120.4
0.311       -167829.90   -167966.98       137.08   120.9
0.312       -167829.93   -167967.40       137.48   121.3
0.313       -167853.47   -167968.00       114.53   101.0
0.314       -167853.45   -167969.05       115.60   102.0
0.315       -167853.41   -167970.40       116.99   103.2
0.316       -167853.36   -167971.88       118.52   104.6
0.317       -167853.28   -167973.34       120.06   105.9
0.318       -167853.19   -167974.63       121.44   107.1
0.319       -167853.14   -167975.68       122.54   108.1
0.320       -167853.09   -167976.44       123.34   108.8
0.321       -167853.01   -167976.93       123.92   109.3
0.322       -167852.98   -167977.20       124.22   109.6
0.323       -167852.99   -167977.32       124.33   109.7
0.324       -167852.96   -167977.34       124.39   109.7
0.325       -167850.44   -167977.28       126.84   111.9
0.326       -167850.39   -167977.09       126.70   111.8
0.327       -167850.37   -167976.74       126.37   111.5
0.328       -167850.33   -167976.20       125.87   111.0
0.329       -167850.33   -167975.41       125.08   110.3
0.330       -167850.33   -167974.41       124.07   109.4
0.331       -167850.32   -167973.21       122.89   108.4
0.332       -167850.30   -167971.92       121.62   107.3
0.333       -167850.27   -167970.64       120.37   106.2
0.334       -167850.13   -167969.50       119.38   105.3
0.335       -167850.08   -167968.63       118.55   104.6
0.336       -167850.02   -167968.10       118.08   104.2
0.337       -167833.46   -167967.71       134.25   118.4
0.338       -167833.44   -167967.29       133.85   118.1
0.339       -167833.42   -167966.89       133.47   117.7
0.340       -167833.42   -167966.60       133.19   117.5
0.341       -167833.36   -167966.49       133.13   117.4
0.342       -167833.39   -167966.56       133.18   117.5
0.343       -167833.36   -167966.81       133.45   117.7
0.344       -167833.39   -167967.17       133.79   118.0
0.345       -167833.39   -167967.56       134.17   118.4
0.346       -167833.34   -167967.86       134.52   118.7
0.347       -167833.33   -167967.97       134.65   118.8
0.348       -167833.26   -167967.83       134.56   118.7
0.349       -167848.84   -167967.64       118.80   104.8
0.350       -167848.78   -167967.61       118.83   104.8
0.351       -167848.69   -167967.66       118.97   104.9
0.352       -167848.66   -167967.75       119.09   105.1
0.353       -167848.62   -167967.83       119.21   105.2
0.354       -167848.57   -167967.90       119.33   105.3
0.355       -167848.55   -167967.96       119.41   105.3
0.356       -167848.50   -167968.06       119.56   105.5
0.357       -167848.52   -167968.24       119.71   105.6
0.358       -167848.43   -167968.54       120.11   106.0
0.359       -167848.44   -167968.96       120.51   106.3
0.360       -167848.42   -167969.48       121.06   106.8
0.361       -167836.24   -167969.90       133.66   117.9
0.362       -167836.23   -167969.98       133.75   118.0
0.363       -167836.15   -167969.78       133.63   117.9
0.364       -167836.12   -167969.37       133.25   117.5
0.365       -167836.06   -167968.87       132.81   117.2
0.366       -167835.98   -167968.39       132.41   116.8
0.367       -167835.99   -167968.00       132.01   116.5
0.368       -167835.98   -167967.77       131.79   116.3
0.369       -167835.97   -167967.69       131.72   116.2
0.370       -167835.90   -167967.74       131.84   116.3
0.371       -167835.85   -167967.84       131.99   116.4
0.372       -167835.81   -167967.94       132.13   116.6
0.373       -167845.02   -167968.10       123.08   108.6
0.374       -167844.96   -167968.39       123.43   108.9
0.375       -167844.96   -167968.73       123.77   109.2
0.376       -167844.93   -167969.04       124.11   109.5
0.377       -167844.90   -167969.27       124.36   109.7
0.378       -167844.89   -167969.36       124.47   109.8
0.379       -167844.92   -167969.33       124.41   109.8
0.380       -167844.84   -167969.22       124.38   109.7
0.381       -167844.84   -167969.07       124.23   109.6
0.382       -167844.82   -167968.95       124.13   109.5
0.383       -167844.77   -167968.87       124.10   109.5
0.384       -167844.77   -167968.81       124.04   109.4
0.385       -167836.95   -167968.60       131.64   116.1
0.386       -167836.92   -167968.05       131.13   115.7
0.387       -167836.92   -167967.14       130.23   114.9
0.388       -167836.90   -167965.92       129.02   113.8
0.389       -167836.90   -167964.48       127.58   112.5
0.390       -167836.88   -167962.97       126.09   111.2
0.391       -167836.86   -167961.56       124.70   110.0
0.392       -167836.79   -167960.42       123.63   109.1
0.393       -167836.75   -167959.71       122.95   108.5
0.394       -167836.72   -167959.52       122.79   108.3
0.395       -167836.67   -167959.89       123.22   108.7
0.396       -167836.66   -167960.81       124.15   109.5
0.397       -167828.16   -167962.08       133.92   118.1
0.398       -167828.15   -167963.40       135.25   119.3
0.399       -167828.15   -167964.64       136.49   120.4
0.400       -167828.13   -167965.66       137.54   121.3
0.401       -167828.04   -167966.38       138.33   122.0
0.402       -167828.01   -167966.71       138.70   122.4
0.403       -167827.97   -167966.67       138.70   122.4
0.404       -167827.96   -167966.29       138.33   122.0
0.405       -167827.88   -167965.65       137.77   121.5
0.406       -167827.80   -167964.86       137.06   120.9
0.407       -167827.74   -167964.02       136.28   120.2
0.408       -167827.77   -167963.21       135.44   119.5
0.409       -167840.73   -167962.73       122.00   107.6
0.410       -167840.73   -167962.74       122.01   107.6
0.411       -167840.72   -167963.18       122.46   108.0
0.412       -167840.68   -167963.93       123.25   108.7
0.413       -167840.73   -167964.84       124.11   109.5
0.414       -167840.71   -167965.79       125.08   110.3
0.415       -167840.68   -167966.63       125.95   111.1
0.416       -167840.60   -167967.28       126.67   111.7
0.417       -167840.55   -167967.69       127.14   112.2
0.418       -167840.53   -167967.87       127.33   112.3
0.419       -167840.50   -167967.85       127.35   112.3
0.420       -167840.49   -167967.73       127.24   112.2
0.421       -167836.40   -167967.52       131.12   115.7
0.422       -167836.36   -167967.26       130.91   115.5
0.423       -167836.29   -167967.01       130.72   115.3
0.424       -167836.27   -167966.81       130.54   115.2
0.425       -167836.26   -167966.68       130.42   115.0
0.426       -167836.21   -167966.59       130.38   115.0
0.427       -167836.13   -167966.49       130.36   115.0
0.428       -167836.06   -167966.35       130.30   114.9
0.429       -167836.04   -167966.14       130.10   114.8
0.430       -167836.06   -167965.85       129.79   114.5
0.431       -167836.00   -167965.53       129.53   114.3
0.432       -167835.92   -167965.20       129.28   114.0
0.433       -167835.08   -167964.89       129.81   114.5
0.434       -167835.06   -167964.58       129.52   114.3
0.435       -167835.01   -167964.32       129.32   114.1
0.436       -167834.92   -167964.12       129.20   114.0
0.437       -167834.91   -167964.00       129.09   113.9
0.438       -167834.85   -167963.96       129.11   113.9
0.439       -167834.85   -167964.05       129.20   114.0
0.440       -167834.82   -167964.25       129.43   114.2
0.441       -167834.79   -167964.53       129.74   114.5
0.442       -167834.77   -167964.86       130.09   114.8
0.443       -167834.76   -167965.16       130.40   115.0
0.444       -167834.73   -167965.38       130.66   115.3
0.445       -167835.73   -167965.48       129.75   114.5
0.446       -167835.64   -167965.41       129.77   114.5
0.447       -167835.61   -167965.17       129.57   114.3
0.448       -167835.61   -167964.76       129.15   113.9
0.449       -167835.54   -167964.20       128.67   113.5
0.450       -167835.45   -167963.57       128.12   113.0
0.451       -167835.45   -167962.92       127.47   112.4
0.452       -167835.37   -167962.34       126.97   112.0
0.453       -167835.34   -167961.91       126.56   111.6
0.454       -167835.25   -167961.72       126.47   111.6
0.455       -167835.20   -167961.83       126.62   111.7
0.456       -167835.12   -167962.25       127.13   112.1
0.457       -167828.08   -167962.87       134.79   118.9
0.458       -167828.08   -167963.48       135.40   119.4
0.459       -167828.07   -167964.02       135.95   119.9
0.460       -167828.08   -167964.41       136.33   120.3
0.461       -167828.05   -167964.63       136.58   120.5
0.462       -167828.04   -167964.66       136.62   120.5
0.463       -167828.05   -167964.52       136.46   120.4
0.464       -167827.96   -167964.25       136.30   120.2
0.465       -167827.90   -167963.90       136.01   120.0
0.466       -167827.87   -167963.50       135.63   119.6
0.467       -167827.86   -167963.08       135.22   119.3
0.468       -167827.83   -167962.66       134.84   118.9
0.469       -167835.29   -167962.39       127.10   112.1
0.470       -167835.32   -167962.35       127.04   112.1
0.471       -167835.33   -167962.54       127.21   112.2
0.472       -167835.32   -167962.88       127.56   112.5
0.473       -167835.27   -167963.32       128.06   113.0
0.474       -167835.23   -167963.79       128.56   113.4
0.475       -167835.16   -167964.23       129.07   113.9
0.476       -167835.11   -167964.58       129.47   114.2
0.477       -167835.08   -167964.80       129.72   114.4
0.478       -167835.04   -167964.91       129.86   114.6
0.479       -167835.01   -167964.92       129.92   114.6
0.480       -167834.92   -167964.90       129.97   114.7
0.481       -167831.84   -167964.81       132.97   117.3
0.482       -167831.82   -167964.64       132.82   117.2
0.483       -167831.74   -167964.39       132.65   117.0
0.484       -167831.68   -167964.06       132.38   116.8
0.485       -167831.65   -167963.64       131.99   116.4
0.486       -167831.62   -167963.17       131.55   116.0
0.487       -167831.57   -167962.65       131.08   115.6
0.488       -167831.58   -167962.16       130.58   115.2
0.489       -167831.58   -167961.72       130.14   114.8
0.490       -167831.57   -167961.38       129.82   114.5
0.491       -167831.57   -167961.15       129.58   114.3
0.492       -167831.52   -167961.04       129.52   114.3
0.493       -167826.61   -167960.99       134.38   118.5
0.494       -167826.60   -167960.90       134.30   118.5
0.495       -167826.54   -167960.81       134.27   118.4
0.496       -167826.53   -167960.74       134.21   118.4
0.497       -167826.55   -167960.73       134.18   118.4
0.498       -167826.50   -167960.78       134.28   118.5
0.499       -167826.44   -167960.90       134.46   118.6
0.500       -167826.40   -167961.07       134.67   118.8
0.501       -167826.40   -167961.25       134.84   119.0
0.502       -167826.33   -167961.40       135.07   119.2
0.503       -167826.26   -167961.51       135.25   119.3
0.504       -167826.20   -167961.56       135.37   119.4
0.505       -167832.06   -167961.68       129.62   114.3
0.506       -167832.02   -167961.97       129.95   114.6
0.507       -167831.96   -167962.41       130.45   115.1
0.508       -167831.97   -167962.94       130.97   115.5
0.509       -167831.93   -167963.49       131.56   116.1
0.510       -167831.88   -167963.99       132.11   116.5
0.511       -167831.93   -167964.42       132.49   116.9
0.512       -167831.87   -167964.75       132.88   117.2
0.513       -167831.81   -167964.99       133.18   117.5
0.514       -167831.82   -167965.19       133.37   117.6
0.515       -167831.75   -167965.35       133.61   117.9
0.516       -167831.70   -167965.52       133.82   118.0
0.517       -167833.65   -167965.73       132.08   116.5
0.518       -167833.61   -167966.02       132.40   116.8
0.519       -167833.60   -167966.36       132.76   117.1
0.520       -167833.56   -167966.69       133.13   117.4
0.521       -167833.59   -167966.96       133.37   117.6
0.522       -167833.56   -167967.09       133.53   117.8
0.523       -167833.52   -167967.04       133.53   117.8
0.524       -167833.45   -167966.76       133.31   117.6
0.525       -167833.37   -167966.23       132.86   117.2
0.526       -167833.34   -167965.47       132.13   116.6
0.527       -167833.28   -167964.55       131.26   115.8
0.528       -167833.21   -167963.54       130.34   115.0
0.529       -167827.20   -167962.47       135.27   119.3
0.530       -167827.14   -167961.37       134.22   118.4
0.531       -167827.12   -167960.37       133.25   117.5
0.532       -167827.09   -167959.57       132.48   116.9
0.533       -167827.05   -167959.02       131.97   116.4
0.534       -167827.06   -167958.72       131.66   116.1
0.535       -167827.03   -167958.65       131.62   116.1
0.536       -167827.03   -167958.75       131.72   116.2
0.537       -167827.04   -167958.95       131.91   116.4
0.538       -167827.05   -167959.16       132.11   116.5
0.539       -167827.03   -167959.31       132.28   116.7
0.540       -167826.95   -167959.33       132.38   116.8
0.541       -167824.18   -167959.13       134.95   119.0
0.542       -167824.17   -167958.66       134.49   118.6
0.543       -167824.12   -167957.98       133.86   118.1
0.544       -167824.08   -167957.18       133.10   117.4
0.545       -167823.96   -167956.37       132.41   116.8
0.546       -167823.91   -167955.69       131.78   116.2
0.547       -167823.89   -167955.22       131.32   115.8
0.548       -167823.84   -167955.03       131.20   115.7
0.549       -167823.82   -167955.16       131.33   115.9
0.550       -167823.74   -167955.57       131.83   116.3
0.551       -167823.70   -167956.21       132.52   116.9
0.552       -167823.68   -167957.01       133.34   117.6
0.553       -167821.89   -167957.86       135.97   119.9
0.554       -167821.83   -167958.64       136.81   120.7
0.555       -167821.82   -167959.31       137.49   121.3
0.556       -167821.83   -167959.81       137.98   121.7
0.557       -167821.81   -167960.11       138.30   122.0
0.558       -167821.77   -167960.20       138.43   122.1
0.559       -167821.73   -167960.07       138.33   122.0
0.560       -167821.64   -167959.75       138.11   121.8
0.561       -167821.62   -167959.32       137.70   121.5
0.562       -167821.63   -167958.85       137.21   121.0
0.563       -167821.57   -167958.42       136.85   120.7
0.564       -167821.53   -167958.09       136.56   120.5
0.565       -167825.21   -167957.95       132.75   117.1
0.566       -167825.20   -167958.07       132.87   117.2
0.567       -167825.11   -167958.38       133.27   117.6
0.568       -167825.08   -167958.84       133.76   118.0
0.569       -167825.10   -167959.35       134.25   118.4
0.570       -167825.08   -167959.84       134.77   118.9
0.571       -167825.06   -167960.24       135.17   119.2
0.572       -167825.08   -167960.49       135.41   119.5
0.573       -167825.00   -167960.58       135.58   119.6
0.574       -167824.97   -167960.53       135.56   119.6
0.575       -167824.95   -167960.39       135.44   119.5
0.576       -167824.89   -167960.23       135.34   119.4
0.577       -167825.27   -167960.15       134.88   119.0
0.578       -167825.21   -167960.23       135.02   119.1
