Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.124       -150757.03   -151058.33       301.30   294.8
0.125       -150757.04   -151058.15       301.11   294.6
0.126       -150757.01   -151058.09       301.08   294.6
0.127       -150757.00   -151058.13       301.13   294.6
0.128       -150757.00   -151058.24       301.24   294.7
0.129       -150757.03   -151058.43       301.39   294.9
0.130       -150757.09   -151058.68       301.59   295.1
0.131       -150757.03   -151059.01       301.98   295.5
0.132       -150757.03   -151059.41       302.37   295.8
0.133       -150757.02   -151059.84       302.82   296.3
0.134       -150756.97   -151060.28       303.31   296.8
0.135       -150756.94   -151060.68       303.74   297.2
0.136       -150756.91   -151061.03       304.12   297.6
0.137       -150756.82   -151061.29       304.48   297.9
0.138       -150756.79   -151061.47       304.68   298.1
0.139       -150756.78   -151061.57       304.79   298.2
0.140       -150756.67   -151061.61       304.95   298.4
0.141       -150756.69   -151061.59       304.91   298.3
0.142       -150756.63   -151061.55       304.91   298.3
0.143       -150756.61   -151061.47       304.86   298.3
0.144       -150756.58   -151061.37       304.79   298.2
0.145       -150756.62   -151061.26       304.64   298.1
0.146       -150756.67   -151061.14       304.47   297.9
0.147       -150756.70   -151061.01       304.31   297.7
0.148       -150756.70   -151060.88       304.17   297.6
0.149       -150756.70   -151060.74       304.04   297.5
0.150       -150756.77   -151060.60       303.83   297.3
0.151       -150756.78   -151060.49       303.71   297.2
0.152       -150756.72   -151060.40       303.69   297.1
0.153       -150756.72   -151060.33       303.61   297.1
0.154       -150756.67   -151060.29       303.61   297.1
0.155       -150756.69   -151060.26       303.56   297.0
0.156       -150756.67   -151060.22       303.55   297.0
0.157       -150756.50   -151060.15       303.65   297.1
0.158       -150756.46   -151060.03       303.57   297.0
0.159       -150756.55   -151059.83       303.28   296.7
0.160       -150756.61   -151059.57       302.95   296.4
0.161       -150756.68   -151059.29       302.61   296.1
0.162       -150756.61   -151059.07       302.46   295.9
0.163       -150756.61   -151058.95       302.33   295.8
0.164       -150756.55   -151058.98       302.43   295.9
0.165       -150756.56   -151059.21       302.64   296.1
0.166       -150756.54   -151059.59       303.05   296.5
0.167       -150756.48   -151060.07       303.59   297.0
0.168       -150756.48   -151060.53       304.06   297.5
0.169       -150756.43   -151060.85       304.42   297.9
0.170       -150756.42   -151060.91       304.49   297.9
0.171       -150756.44   -151060.66       304.21   297.6
0.172       -150756.48   -151060.09       303.60   297.1
0.173       -150756.48   -151059.30       302.82   296.3
0.174       -150756.46   -151058.44       301.98   295.5
0.175       -150756.51   -151057.69       301.18   294.7
0.176       -150756.52   -151057.23       300.71   294.2
0.177       -150756.48   -151057.17       300.69   294.2
0.178       -150756.47   -151057.58       301.11   294.6
0.179       -150756.44   -151058.43       301.99   295.5
0.180       -150756.47   -151059.58       303.11   296.6
0.181       -150756.51   -151060.84       304.34   297.8
0.182       -150756.52   -151062.03       305.51   298.9
0.183       -150756.46   -151062.93       306.47   299.9
0.184       -150756.52   -151063.40       306.88   300.3
0.185       -150756.52   -151063.39       306.87   300.3
0.186       -150756.47   -151062.94       306.47   299.9
0.187       -150756.46   -151062.19       305.73   299.1
0.188       -150756.53   -151061.33       304.80   298.2
0.189       -150756.52   -151060.59       304.07   297.5
0.190       -150756.47   -151060.16       303.69   297.1
0.191       -150756.39   -151060.18       303.79   297.2
0.192       -150756.44   -151060.70       304.26   297.7
0.193       -150756.46   -151061.68       305.22   298.6
0.194       -150756.46   -151062.98       306.52   299.9
0.195       -150756.52   -151064.41       307.89   301.2
0.196       -150756.58   -151065.76       309.17   302.5
0.197       -150756.62   -151066.81       310.20   303.5
0.198       -150756.58   -151067.45       310.86   304.2
0.199       -150756.63   -151067.58       310.95   304.2
0.200       -150756.61   -151067.22       310.61   303.9
0.201       -150756.66   -151066.42       309.77   303.1
0.202       -150756.59   -151065.31       308.71   302.1
0.203       -150756.61   -151064.01       307.39   300.8
0.204       -150756.68   -151062.65       305.97   299.4
0.205       -150756.68   -151061.37       304.69   298.1
0.206       -150756.62   -151060.25       303.64   297.1
0.207       -150756.68   -151059.38       302.70   296.2
0.208       -150756.76   -151058.80       302.04   295.5
0.209       -150756.82   -151058.52       301.69   295.2
0.210       -150756.84   -151058.54       301.70   295.2
0.211       -150756.81   -151058.82       302.01   295.5
0.212       -150756.85   -151059.30       302.45   295.9
0.213       -150756.80   -151059.90       303.10   296.6
0.214       -150756.81   -151060.51       303.70   297.1
0.215       -150756.86   -151061.04       304.18   297.6
0.216       -150756.78   -151061.41       304.63   298.1
0.217       -150756.80   -151061.56       304.76   298.2
0.218       -150756.80   -151061.48       304.68   298.1
0.219       -150756.80   -151061.19       304.39   297.8
0.220       -150756.85   -151060.75       303.90   297.3
0.221       -150756.92   -151060.25       303.33   296.8
0.222       -150756.89   -151059.80       302.90   296.4
0.223       -150756.89   -151059.47       302.58   296.1
0.224       -150756.86   -151059.33       302.48   295.9
0.225       -150756.82   -151059.38       302.57   296.0
0.226       -150756.77   -151059.60       302.82   296.3
0.227       -150756.82   -151059.91       303.09   296.5
0.228       -150756.77   -151060.26       303.50   296.9
0.229       -150756.72   -151060.58       303.86   297.3
0.230       -150756.66   -151060.80       304.14   297.6
0.231       -150756.72   -151060.89       304.17   297.6
0.232       -150756.69   -151060.86       304.16   297.6
0.233       -150756.59   -151060.73       304.14   297.6
0.234       -150756.59   -151060.56       303.96   297.4
0.235       -150756.50   -151060.42       303.92   297.4
0.236       -150756.57   -151060.39       303.82   297.3
0.237       -150756.55   -151060.53       303.98   297.4
0.238       -150756.55   -151060.85       304.30   297.7
0.239       -150756.51   -151061.34       304.83   298.3
0.240       -150756.48   -151061.95       305.47   298.9
0.241       -150756.48   -151062.60       306.12   299.5
0.242       -150756.45   -151063.17       306.72   300.1
0.243       -150756.41   -151063.58       307.17   300.5
0.244       -150756.45   -151063.77       307.32   300.7
0.245       -150756.42   -151063.73       307.31   300.7
0.246       -150756.42   -151063.47       307.05   300.4
0.247       -150756.44   -151063.04       306.60   300.0
0.248       -150756.40   -151062.53       306.13   299.5
0.249       -150756.36   -151062.04       305.69   299.1
0.250       -150756.33   -151061.64       305.30   298.7
0.251       -150756.34   -151061.35       305.01   298.4
0.252       -150756.31   -151061.20       304.90   298.3
0.253       -150756.30   -151061.16       304.85   298.3
0.254       -150756.33   -151061.15       304.82   298.2
0.255       -150756.25   -151061.15       304.90   298.3
0.256       -150756.17   -151061.12       304.95   298.4
0.257       -150756.16   -151061.04       304.89   298.3
0.258       -150756.13   -151060.94       304.81   298.2
0.259       -150756.16   -151060.83       304.66   298.1
0.260       -150756.26   -151060.74       304.49   297.9
0.261       -150756.30   -151060.72       304.42   297.9
0.262       -150756.34   -151060.80       304.46   297.9
0.263       -150756.33   -151061.02       304.69   298.1
0.264       -150756.30   -151061.38       305.08   298.5
0.265       -150756.25   -151061.89       305.65   299.1
0.266       -150756.35   -151062.54       306.18   299.6
0.267       -150756.45   -151063.25       306.81   300.2
0.268       -150756.50   -151063.99       307.49   300.9
0.269       -150756.59   -151064.65       308.06   301.4
0.270       -150756.59   -151065.17       308.58   301.9
0.271       -150756.63   -151065.47       308.84   302.2
0.272       -150756.63   -151065.52       308.89   302.2
0.273       -150756.60   -151065.29       308.69   302.0
0.274       -150756.58   -151064.81       308.23   301.6
0.275       -150756.52   -151064.12       307.60   301.0
0.276       -150756.58   -151063.30       306.73   300.1
0.277       -150756.54   -151062.44       305.90   299.3
0.278       -150756.51   -151061.62       305.12   298.5
0.279       -150756.52   -151060.94       304.42   297.9
0.280       -150756.58   -151060.44       303.86   297.3
0.281       -150756.57   -151060.16       303.60   297.0
0.282       -150756.58   -151060.12       303.54   297.0
0.283       -150756.50   -151060.28       303.79   297.2
0.284       -150756.47   -151060.59       304.12   297.6
0.285       -150756.53   -151060.95       304.42   297.8
0.286       -150756.53   -151061.27       304.74   298.2
0.287       -150756.46   -151061.47       305.01   298.4
0.288       -150756.37   -151061.49       305.13   298.5
0.289       -150756.34   -151061.31       304.98   298.4
0.290       -150756.35   -151060.96       304.61   298.0
0.291       -150756.27   -151060.51       304.24   297.7
0.292       -150756.30   -151060.05       303.75   297.2
0.293       -150756.31   -151059.73       303.42   296.9
0.294       -150756.28   -151059.64       303.35   296.8
0.295       -150756.28   -151059.84       303.56   297.0
0.296       -150756.24   -151060.33       304.09   297.5
0.297       -150756.19   -151061.03       304.84   298.3
0.298       -150756.12   -151061.81       305.69   299.1
0.299       -150756.13   -151062.52       306.39   299.8
0.300       -150756.17   -151063.05       306.88   300.3
0.301       -150756.18   -151063.30       307.12   300.5
0.302       -150756.18   -151063.22       307.03   300.4
0.303       -150756.11   -151062.80       306.70   300.1
0.304       -150756.08   -151062.10       306.02   299.4
0.305       -150756.06   -151061.18       305.13   298.5
0.306       -150756.07   -151060.16       304.09   297.5
0.307       -150756.10   -151059.15       303.05   296.5
0.308       -150756.09   -151058.27       302.18   295.7
0.309       -150756.07   -151057.64       301.57   295.1
0.310       -150756.01   -151057.34       301.33   294.8
0.311       -150756.01   -151057.39       301.38   294.9
0.312       -150756.00   -151057.79       301.79   295.3
0.313       -150755.97   -151058.47       302.50   296.0
0.314       -150755.95   -151059.33       303.38   296.8
0.315       -150755.91   -151060.22       304.31   297.7
0.316       -150755.89   -151061.01       305.12   298.5
0.317       -150755.89   -151061.57       305.68   299.1
0.318       -150755.90   -151061.84       305.94   299.3
0.319       -150755.98   -151061.81       305.83   299.2
0.320       -150756.04   -151061.51       305.46   298.9
0.321       -150756.17   -151061.03       304.86   298.3
0.322       -150756.17   -151060.50       304.33   297.8
0.323       -150756.08   -151060.03       303.95   297.4
0.324       -150756.10   -151059.72       303.62   297.1
0.325       -150756.10   -151059.63       303.52   297.0
0.326       -150756.04   -151059.79       303.75   297.2
0.327       -150756.04   -151060.21       304.17   297.6
0.328       -150756.03   -151060.87       304.83   298.3
0.329       -150755.97   -151061.67       305.70   299.1
0.330       -150755.99   -151062.51       306.51   299.9
0.331       -150755.98   -151063.24       307.26   300.6
0.332       -150755.98   -151063.75       307.77   301.1
0.333       -150755.99   -151063.95       307.96   301.3
0.334       -150755.92   -151063.77       307.85   301.2
0.335       -150755.87   -151063.24       307.37   300.7
0.336       -150755.92   -151062.43       306.52   299.9
0.337       -150755.94   -151061.48       305.54   298.9
0.338       -150755.96   -151060.54       304.58   298.0
0.339       -150755.94   -151059.79       303.85   297.3
0.340       -150755.96   -151059.35       303.39   296.8
0.341       -150755.94   -151059.29       303.35   296.8
0.342       -150755.94   -151059.61       303.67   297.1
0.343       -150755.89   -151060.25       304.36   297.8
0.344       -150755.92   -151061.07       305.14   298.6
0.345       -150756.04   -151061.89       305.84   299.2
0.346       -150756.08   -151062.53       306.45   299.8
0.347       -150756.05   -151062.85       306.80   300.2
0.348       -150756.08   -151062.78       306.70   300.1
0.349       -150756.07   -151062.34       306.27   299.7
0.350       -150756.04   -151061.56       305.52   298.9
0.351       -150755.98   -151060.60       304.62   298.0
0.352       -150756.01   -151059.60       303.59   297.0
0.353       -150756.07   -151058.71       302.64   296.1
0.354       -150756.04   -151058.03       301.99   295.5
0.355       -150756.06   -151057.62       301.56   295.1
0.356       -150756.13   -151057.47       301.34   294.8
0.357       -150756.14   -151057.53       301.39   294.9
0.358       -150756.22   -151057.71       301.49   295.0
0.359       -150756.20   -151057.91       301.71   295.2
0.360       -150756.23   -151058.07       301.84   295.3
0.361       -150756.31   -151058.16       301.84   295.3
0.362       -150756.31   -151058.16       301.85   295.3
0.363       -150756.31   -151058.10       301.79   295.3
0.364       -150756.28   -151058.04       301.77   295.3
0.365       -150756.36   -151058.04       301.67   295.2
0.366       -150756.34   -151058.11       301.77   295.3
0.367       -150756.43   -151058.29       301.87   295.4
0.368       -150756.53   -151058.54       302.02   295.5
0.369       -150756.60   -151058.86       302.26   295.7
0.370       -150756.67   -151059.20       302.53   296.0
0.371       -150756.68   -151059.51       302.83   296.3
0.372       -150756.65   -151059.73       303.08   296.5
0.373       -150756.65   -151059.82       303.17   296.6
0.374       -150756.64   -151059.73       303.09   296.5
0.375       -150756.67   -151059.44       302.76   296.2
0.376       -150756.65   -151058.94       302.29   295.8
0.377       -150756.66   -151058.26       301.60   295.1
0.378       -150756.67   -151057.46       300.79   294.3
0.379       -150756.62   -151056.66       300.04   293.6
0.380       -150756.57   -151055.97       299.40   292.9
0.381       -150756.55   -151055.50       298.94   292.5
0.382       -150756.49   -151055.35       298.86   292.4
0.383       -150756.49   -151055.59       299.10   292.6
0.384       -150756.54   -151056.24       299.71   293.2
0.385       -150756.55   -151057.26       300.72   294.2
0.386       -150756.58   -151058.55       301.97   295.5
0.387       -150756.65   -151059.99       303.35   296.8
0.388       -150756.71   -151061.43       304.72   298.1
0.389       -150756.80   -151062.72       305.92   299.3
0.390       -150756.87   -151063.72       306.85   300.2
0.391       -150756.89   -151064.36       307.46   300.8
0.392       -150756.88   -151064.58       307.70   301.1
0.393       -150756.89   -151064.40       307.52   300.9
0.394       -150756.93   -151063.88       306.96   300.3
0.395       -150756.89   -151063.10       306.21   299.6
0.396       -150756.98   -151062.17       305.19   298.6
0.397       -150756.96   -151061.19       304.23   297.7
0.398       -150757.01   -151060.25       303.23   296.7
0.399       -150756.91   -151059.41       302.50   296.0
0.400       -150756.91   -151058.73       301.81   295.3
0.401       -150756.97   -151058.21       301.24   294.7
0.402       -150756.94   -151057.87       300.93   294.4
0.403       -150757.03   -151057.69       300.66   294.2
0.404       -150757.07   -151057.65       300.58   294.1
0.405       -150757.01   -151057.75       300.75   294.3
0.406       -150757.00   -151057.96       300.97   294.5
0.407       -150756.98   -151058.26       301.28   294.8
0.408       -150756.94   -151058.65       301.71   295.2
0.409       -150756.94   -151059.12       302.18   295.7
0.410       -150756.91   -151059.64       302.73   296.2
0.411       -150756.90   -151060.16       303.26   296.7
0.412       -150756.92   -151060.65       303.73   297.2
0.413       -150756.91   -151061.04       304.13   297.6
0.414       -150756.86   -151061.29       304.43   297.9
0.415       -150756.88   -151061.34       304.45   297.9
0.416       -150756.89   -151061.17       304.27   297.7
0.417       -150756.82   -151060.79       303.97   297.4
0.418       -150756.81   -151060.25       303.43   296.9
0.419       -150756.79   -151059.58       302.80   296.3
0.420       -150756.83   -151058.87       302.04   295.5
0.421       -150756.82   -151058.17       301.36   294.9
0.422       -150756.77   -151057.57       300.80   294.3
0.423       -150756.74   -151057.11       300.36   293.9
0.424       -150756.79   -151056.82       300.03   293.6
0.425       -150756.78   -151056.73       299.95   293.5
0.426       -150756.74   -151056.83       300.09   293.6
0.427       -150756.76   -151057.09       300.33   293.8
0.428       -150756.79   -151057.48       300.69   294.2
0.429       -150756.77   -151057.94       301.17   294.7
0.430       -150756.80   -151058.43       301.63   295.1
0.431       -150756.82   -151058.91       302.09   295.6
0.432       -150756.83   -151059.37       302.55   296.0
0.433       -150756.79   -151059.81       303.02   296.5
0.434       -150756.76   -151060.24       303.48   296.9
0.435       -150756.74   -151060.67       303.93   297.4
0.436       -150756.69   -151061.13       304.44   297.9
0.437       -150756.71   -151061.62       304.91   298.3
0.438       -150756.74   -151062.13       305.39   298.8
0.439       -150756.76   -151062.62       305.85   299.3
0.440       -150756.80   -151063.04       306.24   299.6
0.441       -150756.78   -151063.34       306.56   299.9
0.442       -150756.83   -151063.48       306.64   300.0
0.443       -150756.88   -151063.41       306.53   299.9
0.444       -150756.92   -151063.12       306.20   299.6
0.445       -150756.92   -151062.63       305.71   299.1
0.446       -150756.87   -151061.99       305.12   298.5
0.447       -150756.83   -151061.26       304.44   297.9
0.448       -150756.81   -151060.55       303.74   297.2
0.449       -150756.79   -151059.95       303.16   296.6
0.450       -150756.75   -151059.56       302.82   296.3
0.451       -150756.80   -151059.46       302.67   296.1
0.452       -150756.74   -151059.70       302.96   296.4
0.453       -150756.76   -151060.27       303.51   297.0
0.454       -150756.81   -151061.15       304.33   297.8
0.455       -150756.87   -151062.24       305.38   298.8
0.456       -150756.85   -151063.42       306.57   299.9
0.457       -150756.87   -151064.53       307.66   301.0
0.458       -150756.90   -151065.42       308.51   301.9
0.459       -150756.93   -151065.95       309.02   302.3
0.460       -150756.91   -151066.04       309.13   302.5
0.461       -150756.88   -151065.71       308.83   302.2
0.462       -150756.91   -151065.01       308.09   301.4
0.463       -150757.03   -151064.08       307.05   300.4
0.464       -150757.14   -151063.09       305.95   299.3
0.465       -150757.19   -151062.21       305.02   298.4
0.466       -150757.21   -151061.57       304.36   297.8
0.467       -150757.22   -151061.26       304.04   297.5
0.468       -150757.14   -151061.30       304.15   297.6
0.469       -150757.25   -151061.62       304.37   297.8
0.470       -150757.21   -151062.14       304.93   298.3
0.471       -150757.20   -151062.72       305.53   298.9
0.472       -150757.19   -151063.24       306.05   299.4
0.473       -150757.16   -151063.57       306.41   299.8
0.474       -150757.09   -151063.66       306.57   299.9
0.475       -150757.20   -151063.48       306.27   299.7
0.476       -150757.16   -151063.07       305.91   299.3
0.477       -150757.18   -151062.51       305.33   298.7
0.478       -150757.20   -151061.88       304.69   298.1
0.479       -150757.17   -151061.28       304.11   297.5
0.480       -150757.16   -151060.77       303.61   297.1
0.481       -150757.13   -151060.41       303.28   296.7
0.482       -150757.13   -151060.19       303.06   296.5
0.483       -150757.07   -151060.11       303.04   296.5
0.484       -150757.02   -151060.13       303.12   296.6
0.485       -150756.98   -151060.22       303.23   296.7
0.486       -150757.02   -151060.33       303.30   296.8
0.487       -150757.03   -151060.43       303.40   296.8
0.488       -150757.05   -151060.48       303.44   296.9
0.489       -150757.11   -151060.48       303.38   296.8
0.490       -150757.21   -151060.41       303.19   296.7
0.491       -150757.29   -151060.27       302.98   296.4
0.492       -150757.30   -151060.11       302.81   296.3
0.493       -150757.33   -151059.98       302.65   296.1
0.494       -150757.30   -151059.96       302.66   296.1
0.495       -150757.38   -151060.10       302.72   296.2
0.496       -150757.39   -151060.45       303.06   296.5
0.497       -150757.41   -151060.99       303.58   297.0
