3.00202,-2.10901,-1.97365,-1.84676,-1.70822,-1.53804,-1.31541,-1.01798,-0.62165,-0.10147,0.56551,1.39428,2.38081,3.48295,4.58853,5.46386,5.67198,-1.48586
3.00702,-1.20136,-1.11703,-1.08688,-1.12870,-1.28496,-1.63905,-2.34140,-3.65221,-6.01098,-10.14833,-17.26476,-29.31447,-49.45381,-82.74659,-137.26938,-225.83776,-1.74441
3.01203,-1.28491,-1.19838,-1.16422,-1.20117,-1.35304,-1.70598,-2.41628,-3.75614,-6.18824,-10.48643,-17.92956,-30.61068,-51.92805,-87.36089,-145.69052,-240.91582,-1.87438
3.01705,-2.55583,-2.38896,-2.20402,-1.96533,-1.62684,-1.12666,-0.37904,0.73688,2.39223,4.82887,8.38707,13.54220,20.95318,31.52481,46.48656,67.48822,-1.26175
3.02208,-3.11411,-2.91914,-2.68328,-2.35067,-1.84261,-1.04287,0.22475,2.23072,5.39181,10.35064,18.09725,30.15490,48.86417,77.81658,122.51645,191.39018,-1.24457
3.02709,-2.35927,-2.23039,-2.12094,-2.02073,-1.92828,-1.85581,-1.83812,-1.94837,-2.32499,-3.21657,-5.05530,-8.57584,-15.00583,-26.36922,-45.96601,-79.12745,-2.16732
3.03213,-2.04770,-1.92196,-1.81549,-1.71599,-1.61826,-1.52781,-1.46746,-1.48943,-1.69631,-2.27653,-3.56266,-6.12641,-10.93146,-19.57766,-34.68852,-60.52256,-1.68173
3.03713,-1.91952,-1.77331,-1.62321,-1.43613,-1.17091,-0.77165,-0.15776,0.79056,2.25375,4.50511,7.95927,13.24573,21.32032,33.63431,52.39117,80.93655,-0.82720
3.04216,-1.14576,-1.03764,-0.95888,-0.90075,-0.86232,-0.85371,-0.90197,-1.06184,-1.43398,-2.19544,-3.64948,-6.30593,-11.00990,-19.14654,-32.96483,-56.08722,-1.02022
3.04720,-0.70730,-0.61163,-0.55836,-0.54801,-0.59472,-0.73327,-1.03074,-1.60624,-2.66312,-4.54128,-7.80063,-13.35375,-22.67493,-38.12845,-63.48167,-104.70431,-0.89364
3.05221,-1.05307,-0.95589,-0.89791,-0.88095,-0.92138,-1.05866,-1.36929,-1.99014,-3.15696,-5.26683,-8.97846,-15.37185,-26.20104,-44.29209,-74.16679,-123.01680,-1.16972
3.05722,-2.20469,-2.07977,-1.96547,-1.84598,-1.70842,-1.54440,-1.35305,-1.14702,-0.96369,-0.88486,-1.07008,-1.81175,-3.62519,-7.39365,-14.60000,-27.69394,-1.74587
