Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.037       -145495.95   -145785.09       289.14   293.1
0.038       -145495.50   -145785.34       289.84   293.8
0.038       -145495.98   -145785.52       289.55   293.5
0.038       -145495.95   -145785.28       289.33   293.3
0.039       -145495.52   -145785.73       290.21   294.2
0.039       -145495.95   -145785.90       289.95   294.0
0.039       -145495.96   -145785.66       289.70   293.7
0.040       -145495.65   -145786.27       290.63   294.6
0.040       -145495.90   -145786.46       290.56   294.6
0.040       -145495.97   -145786.22       290.25   294.3
0.041       -145495.64   -145786.94       291.30   295.3
0.041       -145495.87   -145787.13       291.27   295.3
0.041       -145495.95   -145786.92       290.96   295.0
0.042       -145495.58   -145787.65       292.07   296.1
0.042       -145495.85   -145787.87       292.02   296.1
0.042       -145495.83   -145787.69       291.86   295.9
0.043       -145495.61   -145788.35       292.74   296.8
0.043       -145495.91   -145788.59       292.68   296.7
0.043       -145495.74   -145788.46       292.72   296.8
0.044       -145495.66   -145788.94       293.28   297.3
0.044       -145495.99   -145789.20       293.22   297.3
0.044       -145495.75   -145789.16       293.41   297.5
0.045       -145495.70   -145789.37       293.67   297.7
0.045       -145495.99   -145789.65       293.66   297.7
0.046       -145495.76   -145789.58       293.81   297.9
0.045       -145495.77   -145789.68       293.91   298.0
0.046       -145495.89   -145789.84       293.95   298.0
0.046       -145495.78   -145789.98       294.20   298.3
0.047       -145495.72   -145789.52       293.81   297.9
0.047       -145495.90   -145789.76       293.87   297.9
0.047       -145495.75   -145790.00       294.25   298.3
0.048       -145495.73   -145789.22       293.50   297.5
0.048       -145495.92   -145789.43       293.50   297.6
0.048       -145495.75   -145789.76       294.01   298.1
0.049       -145495.76   -145788.73       292.97   297.0
0.049       -145496.02   -145788.89       292.87   296.9
0.049       -145495.79   -145789.28       293.49   297.5
0.050       -145495.72   -145788.12       292.40   296.4
0.050       -145496.02   -145788.23       292.20   296.2
0.050       -145495.74   -145788.65       292.91   296.9
0.051       -145495.68   -145787.48       291.81   295.8
0.051       -145496.06   -145787.55       291.50   295.5
0.051       -145495.69   -145787.94       292.25   296.3
0.052       -145495.61   -145786.90       291.29   295.3
0.052       -145495.97   -145786.97       291.00   295.0
0.052       -145495.63   -145787.26       291.63   295.7
0.053       -145495.93   -145786.55       290.62   294.6
0.053       -145495.63   -145786.47       290.83   294.8
0.053       -145495.66   -145786.71       291.05   295.1
0.054       -145495.94   -145786.35       290.42   294.4
0.054       -145495.62   -145786.23       290.61   294.6
0.054       -145495.55   -145786.36       290.81   294.8
0.055       -145495.98   -145786.38       290.40   294.4
0.055       -145495.57   -145786.18       290.61   294.6
0.055       -145495.49   -145786.25       290.76   294.8
0.056       -145496.04   -145786.62       290.58   294.6
0.056       -145495.57   -145786.31       290.74   294.8
0.056       -145495.47   -145786.36       290.89   294.9
0.057       -145496.07   -145787.00       290.93   294.9
0.057       -145495.56   -145786.57       291.01   295.0
0.057       -145495.49   -145786.64       291.15   295.2
0.058       -145496.13   -145787.43       291.31   295.3
0.058       -145495.62   -145786.89       291.27   295.3
0.058       -145495.54   -145787.03       291.49   295.5
0.059       -145496.20   -145787.84       291.63   295.7
0.059       -145495.63   -145787.20       291.58   295.6
0.059       -145495.56   -145787.43       291.87   295.9
0.060       -145496.16   -145788.14       291.97   296.0
0.060       -145495.70   -145787.46       291.76   295.8
0.060       -145495.48   -145787.77       292.29   296.3
0.061       -145496.20   -145788.30       292.10   296.1
0.061       -145495.64   -145787.64       292.00   296.0
0.061       -145495.47   -145788.01       292.54   296.6
0.062       -145496.22   -145788.34       292.12   296.2
0.062       -145495.74   -145787.76       292.02   296.0
0.062       -145495.49   -145788.14       292.65   296.7
0.063       -145496.29   -145788.27       291.98   296.0
0.063       -145495.69   -145787.83       292.14   296.2
0.063       -145495.46   -145788.16       292.70   296.7
0.064       -145496.28   -145788.16       291.87   295.9
0.064       -145495.37   -145788.12       292.75   296.8
0.064       -145495.70   -145787.88       292.18   296.2
0.065       -145496.30   -145788.05       291.75   295.8
0.065       -145495.38   -145788.05       292.67   296.7
0.065       -145495.79   -145787.96       292.17   296.2
0.066       -145496.27   -145788.00       291.73   295.8
0.066       -145495.45   -145787.98       292.52   296.6
0.066       -145495.87   -145788.07       292.20   296.2
0.067       -145496.20   -145788.04       291.84   295.9
0.067       -145495.47   -145787.94       292.47   296.5
0.067       -145495.97   -145788.21       292.24   296.3
0.068       -145496.16   -145788.17       292.01   296.0
0.068       -145495.52   -145787.96       292.43   296.5
0.068       -145495.99   -145788.36       292.37   296.4
0.069       -145495.52   -145788.01       292.49   296.5
0.069       -145496.07   -145788.35       292.29   296.3
0.069       -145495.97   -145788.50       292.53   296.6
0.070       -145495.52   -145788.10       292.59   296.6
0.070       -145496.16   -145788.58       292.41   296.5
0.070       -145495.95   -145788.60       292.65   296.7
0.071       -145495.45   -145788.22       292.77   296.8
0.071       -145496.16   -145788.80       292.64   296.7
0.071       -145495.97   -145788.66       292.69   296.7
0.072       -145495.47   -145788.34       292.88   296.9
0.072       -145496.14   -145789.00       292.86   296.9
0.072       -145496.10   -145788.69       292.59   296.6
0.073       -145495.45   -145788.45       293.00   297.0
0.073       -145496.14   -145789.16       293.02   297.1
0.073       -145496.13   -145788.69       292.56   296.6
0.074       -145495.51   -145788.56       293.05   297.1
0.074       -145496.07   -145789.27       293.21   297.3
0.074       -145496.15   -145788.70       292.55   296.6
0.075       -145495.51   -145788.67       293.16   297.2
0.075       -145496.07   -145789.34       293.27   297.3
0.075       -145496.23   -145788.73       292.50   296.5
0.076       -145495.56   -145788.81       293.25   297.3
0.076       -145495.95   -145789.39       293.44   297.5
0.076       -145496.24   -145788.83       292.59   296.6
0.077       -145495.53   -145788.98       293.45   297.5
0.077       -145496.03   -145789.43       293.40   297.5
0.077       -145496.27   -145789.01       292.74   296.8
0.078       -145495.52   -145789.18       293.66   297.7
0.078       -145496.04   -145789.49       293.45   297.5
0.079       -145495.53   -145789.40       293.88   297.9
0.078       -145496.34   -145789.26       292.92   297.0
0.079       -145495.95   -145789.56       293.61   297.7
0.080       -145495.57   -145789.62       294.05   298.1
0.079       -145496.37   -145789.59       293.23   297.3
0.080       -145495.87   -145789.66       293.79   297.8
0.081       -145495.55   -145789.83       294.27   298.3
0.080       -145496.41   -145789.98       293.57   297.6
0.081       -145495.88   -145789.78       293.90   298.0
0.082       -145495.56   -145790.01       294.45   298.5
0.081       -145496.47   -145790.40       293.93   298.0
0.082       -145495.83   -145789.95       294.12   298.2
0.083       -145495.52   -145790.17       294.65   298.7
0.082       -145496.45   -145790.82       294.36   298.4
0.083       -145495.86   -145790.16       294.31   298.4
0.084       -145495.40   -145790.31       294.91   299.0
0.083       -145496.52   -145791.20       294.68   298.8
0.084       -145495.84   -145790.39       294.55   298.6
0.085       -145495.42   -145790.41       295.00   299.1
0.084       -145496.51   -145791.53       295.02   299.1
0.085       -145495.83   -145790.63       294.80   298.9
0.086       -145495.43   -145790.46       295.04   299.1
0.085       -145496.54   -145791.76       295.22   299.3
0.086       -145495.85   -145790.80       294.95   299.0
0.087       -145495.41   -145790.43       295.02   299.1
0.086       -145496.51   -145791.87       295.36   299.4
0.087       -145495.84   -145790.89       295.05   299.1
0.088       -145495.41   -145790.27       294.86   298.9
0.087       -145496.57   -145791.84       295.27   299.3
0.088       -145495.84   -145790.82       294.98   299.1
0.089       -145495.38   -145789.98       294.60   298.7
0.089       -145495.77   -145790.59       294.81   298.9
0.088       -145496.55   -145791.63       295.08   299.2
0.090       -145495.41   -145789.54       294.13   298.2
0.090       -145495.77   -145790.16       294.39   298.5
0.089       -145496.53   -145791.25       294.72   298.8
0.091       -145495.40   -145788.97       293.57   297.6
0.091       -145495.82   -145789.56       293.74   297.8
0.090       -145496.58   -145790.71       294.13   298.2
0.092       -145495.36   -145788.28       292.92   297.0
0.092       -145495.84   -145788.81       292.98   297.0
0.091       -145496.59   -145790.02       293.43   297.5
0.093       -145495.35   -145787.54       292.18   296.2
0.093       -145495.79   -145787.98       292.19   296.2
0.092       -145496.52   -145789.24       292.72   296.8
0.094       -145495.35   -145786.80       291.45   295.5
0.094       -145495.81   -145787.16       291.35   295.4
0.093       -145496.48   -145788.42       291.95   296.0
0.095       -145495.36   -145786.16       290.80   294.8
0.095       -145495.81   -145786.46       290.65   294.7
0.094       -145496.45   -145787.63       291.18   295.2
0.096       -145495.34   -145785.68       290.33   294.3
0.096       -145495.85   -145785.94       290.09   294.1
0.095       -145496.49   -145786.96       290.47   294.5
0.097       -145495.32   -145785.40       290.09   294.1
0.097       -145495.87   -145785.67       289.80   293.8
0.096       -145496.39   -145786.45       290.06   294.1
0.098       -145495.32   -145785.34       290.02   294.0
0.098       -145495.95   -145785.66       289.71   293.7
0.097       -145496.41   -145786.15       289.75   293.7
0.099       -145495.38   -145785.48       290.09   294.1
0.099       -145496.07   -145785.89       289.82   293.8
0.098       -145496.41   -145786.07       289.66   293.7
0.100       -145495.41   -145785.75       290.34   294.3
0.100       -145496.07   -145786.28       290.21   294.2
0.099       -145496.42   -145786.17       289.75   293.7
0.101       -145495.49   -145786.10       290.61   294.6
0.101       -145496.02   -145786.74       290.72   294.7
0.100       -145496.41   -145786.39       289.98   294.0
0.102       -145495.42   -145786.46       291.04   295.1
0.102       -145496.06   -145787.18       291.12   295.1
0.101       -145496.37   -145786.65       290.28   294.3
0.103       -145495.40   -145786.77       291.37   295.4
0.103       -145496.11   -145787.54       291.43   295.5
0.102       -145496.43   -145786.90       290.47   294.5
0.104       -145495.41   -145787.01       291.60   295.6
0.104       -145496.09   -145787.76       291.66   295.7
0.103       -145496.44   -145787.09       290.65   294.7
0.105       -145495.44   -145787.18       291.74   295.8
0.105       -145496.14   -145787.84       291.69   295.7
0.104       -145496.44   -145787.20       290.75   294.8
0.106       -145495.44   -145787.30       291.86   295.9
0.106       -145496.12   -145787.80       291.68   295.7
0.107       -145495.56   -145787.38       291.82   295.9
0.105       -145496.45   -145787.24       290.79   294.8
0.107       -145496.11   -145787.70       291.59   295.6
0.108       -145495.53   -145787.45       291.92   296.0
0.106       -145496.45   -145787.24       290.79   294.8
0.108       -145496.12   -145787.60       291.47   295.5
0.109       -145495.48   -145787.55       292.07   296.1
0.107       -145496.31   -145787.26       290.95   295.0
0.109       -145496.09   -145787.55       291.46   295.5
0.110       -145495.49   -145787.67       292.18   296.2
0.108       -145496.24   -145787.34       291.09   295.1
0.110       -145496.11   -145787.61       291.50   295.5
0.111       -145495.46   -145787.83       292.37   296.4
0.109       -145496.22   -145787.49       291.28   295.3
0.111       -145496.15   -145787.79       291.64   295.7
0.112       -145495.40   -145788.03       292.62   296.7
0.110       -145496.24   -145787.75       291.51   295.5
0.112       -145496.21   -145788.07       291.86   295.9
0.113       -145495.41   -145788.24       292.83   296.9
0.111       -145496.27   -145788.11       291.85   295.9
0.113       -145496.27   -145788.45       292.17   296.2
0.114       -145495.37   -145788.46       293.09   297.1
0.112       -145496.33   -145788.55       292.22   296.3
0.114       -145496.20   -145788.87       292.66   296.7
0.115       -145495.37   -145788.65       293.29   297.3
0.113       -145496.29   -145789.01       292.72   296.8
0.115       -145496.25   -145789.28       293.03   297.1
0.116       -145495.38   -145788.81       293.44   297.5
0.114       -145496.29   -145789.44       293.15   297.2
0.116       -145496.18   -145789.63       293.45   297.5
0.117       -145495.36   -145788.94       293.58   297.6
0.115       -145496.29   -145789.80       293.51   297.6
0.117       -145496.17   -145789.87       293.70   297.8
0.118       -145495.36   -145789.02       293.66   297.7
0.116       -145496.24   -145790.05       293.80   297.9
0.118       -145496.20   -145790.02       293.82   297.9
0.119       -145495.34   -145789.09       293.76   297.8
0.117       -145496.29   -145790.16       293.87   297.9
0.119       -145496.24   -145790.07       293.84   297.9
0.120       -145495.33   -145789.18       293.84   297.9
0.118       -145496.30   -145790.15       293.86   297.9
0.120       -145496.24   -145790.07       293.84   297.9
0.121       -145495.35   -145789.30       293.95   298.0
0.119       -145496.32   -145790.08       293.76   297.8
0.121       -145496.21   -145790.06       293.85   297.9
0.122       -145495.43   -145789.48       294.05   298.1
0.120       -145496.26   -145789.99       293.73   297.8
0.122       -145496.25   -145790.07       293.82   297.9
0.123       -145495.39   -145789.71       294.32   298.4
0.123       -145496.24   -145790.12       293.89   297.9
0.121       -145496.20   -145789.92       293.72   297.8
0.124       -145495.40   -145789.95       294.55   298.6
0.124       -145496.24   -145790.23       293.99   298.1
0.122       -145496.13   -145789.92       293.79   297.8
0.125       -145495.33   -145790.15       294.83   298.9
0.125       -145496.23   -145790.36       294.13   298.2
0.123       -145496.10   -145789.99       293.89   298.0
0.126       -145495.33   -145790.29       294.96   299.0
0.126       -145496.14   -145790.48       294.34   298.4
0.124       -145496.14   -145790.14       293.99   298.1
0.127       -145495.32   -145790.29       294.98   299.0
0.127       -145496.13   -145790.53       294.40   298.5
0.125       -145496.14   -145790.30       294.16   298.2
0.128       -145495.33   -145790.13       294.81   298.9
0.128       -145496.15   -145790.48       294.32   298.4
0.126       -145496.09   -145790.43       294.34   298.4
0.129       -145495.31   -145789.80       294.49   298.6
0.129       -145496.20   -145790.30       294.09   298.2
0.130       -145495.25   -145789.32       294.08   298.1
0.127       -145496.07   -145790.45       294.38   298.4
0.130       -145496.26   -145789.98       293.72   297.8
0.131       -145495.22   -145788.75       293.53   297.6
0.128       -145496.09   -145790.33       294.24   298.3
0.131       -145496.37   -145789.54       293.17   297.2
0.132       -145495.22   -145788.16       292.94   297.0
0.129       -145496.07   -145790.03       293.96   298.0
0.132       -145496.37   -145789.04       292.67   296.7
0.133       -145495.21   -145787.61       292.40   296.4
0.130       -145496.09   -145789.59       293.50   297.6
0.133       -145496.38   -145788.50       292.13   296.2
0.134       -145495.21   -145787.15       291.94   296.0
0.131       -145496.16   -145789.04       292.88   296.9
0.135       -145495.19   -145786.80       291.61   295.6
0.134       -145496.40   -145787.99       291.59   295.6
0.132       -145496.09   -145788.46       292.36   296.4
0.136       -145495.20   -145786.58       291.38   295.4
0.135       -145496.48   -145787.53       291.06   295.1
0.133       -145496.08   -145787.92       291.84   295.9
0.137       -145495.23   -145786.44       291.21   295.2
0.136       -145496.46   -145787.14       290.67   294.7
0.134       -145496.12   -145787.48       291.36   295.4
0.138       -145495.20   -145786.37       291.17   295.2
0.137       -145496.41   -145786.83       290.42   294.4
0.135       -145496.15   -145787.18       291.02   295.0
0.139       -145495.17   -145786.34       291.18   295.2
0.138       -145496.43   -145786.62       290.20   294.2
0.136       -145496.09   -145786.99       290.90   294.9
0.140       -145495.13   -145786.35       291.22   295.2
0.139       -145496.42   -145786.53       290.11   294.1
0.137       -145496.04   -145786.91       290.87   294.9
0.141       -145495.10   -145786.38       291.28   295.3
0.140       -145496.47   -145786.57       290.10   294.1
0.138       -145496.07   -145786.93       290.86   294.9
0.142       -145495.07   -145786.47       291.40   295.4
0.141       -145496.38   -145786.75       290.36   294.4
0.139       -145496.17   -145787.01       290.85   294.9
0.143       -145494.99   -145786.62       291.63   295.7
0.142       -145496.35   -145787.05       290.69   294.7
0.140       -145496.25   -145787.14       290.89   294.9
0.144       -145494.97   -145786.82       291.86   295.9
0.143       -145496.33   -145787.45       291.11   295.1
0.141       -145496.26   -145787.30       291.04   295.1
0.145       -145494.99   -145787.09       292.10   296.1
0.144       -145496.35   -145787.90       291.56   295.6
0.142       -145496.28   -145787.49       291.21   295.2
0.146       -145494.98   -145787.42       292.44   296.5
0.145       -145496.27   -145788.38       292.11   296.1
0.143       -145496.31   -145787.69       291.38   295.4
0.147       -145494.95   -145787.78       292.82   296.9
0.146       -145496.23   -145788.85       292.63   296.7
0.144       -145496.33   -145787.91       291.58   295.6
0.148       -145494.97   -145788.15       293.18   297.2
0.147       -145496.33   -145789.27       292.94   297.0
0.145       -145496.24   -145788.13       291.88   295.9
0.149       -145494.99   -145788.51       293.52   297.6
0.148       -145496.31   -145789.61       293.29   297.3
0.146       -145496.17   -145788.34       292.17   296.2
0.150       -145494.91   -145788.84       293.92   298.0
0.149       -145496.28   -145789.85       293.57   297.6
0.147       -145496.26   -145788.56       292.31   296.3
0.151       -145494.82   -145789.10       294.27   298.3
0.150       -145496.25   -145790.01       293.76   297.8
0.152       -145494.80   -145789.26       294.45   298.5
0.148       -145496.28   -145788.80       292.52   296.6
0.151       -145496.23   -145790.09       293.86   297.9
0.153       -145494.82   -145789.31       294.49   298.6
0.149       -145496.32   -145789.04       292.73   296.8
0.152       -145496.15   -145790.12       293.97   298.0
0.154       -145494.78   -145789.27       294.49   298.6
0.150       -145496.33   -145789.30       292.97   297.0
0.155       -145494.79   -145789.15       294.36   298.4
0.153       -145496.08   -145790.12       294.04   298.1
0.151       -145496.33   -145789.56       293.22   297.3
0.156       -145494.80   -145789.00       294.20   298.3
0.154       -145495.99   -145790.10       294.11   298.2
0.152       -145496.39   -145789.81       293.42   297.5
0.157       -145494.84   -145788.81       293.97   298.0
0.155       -145495.97   -145790.08       294.11   298.2
0.153       -145496.39   -145790.03       293.64   297.7
0.158       -145494.93   -145788.62       293.69   297.7
0.156       -145495.99   -145790.05       294.06   298.1
0.154       -145496.37   -145790.20       293.83   297.9
0.159       -145494.89   -145788.38       293.50   297.5
0.157       -145496.05   -145789.97       293.92   298.0
0.155       -145496.36   -145790.30       293.95   298.0
0.160       -145494.81   -145788.10       293.29   297.3
0.158       -145496.06   -145789.82       293.76   297.8
0.156       -145496.40   -145790.32       293.92   298.0
0.161       -145494.84   -145787.71       292.87   296.9
0.159       -145496.13   -145789.55       293.42   297.5
0.157       -145496.43   -145790.24       293.81   297.9
0.162       -145494.87   -145787.21       292.34   296.4
0.160       -145496.08   -145789.10       293.03   297.1
0.158       -145496.44   -145790.03       293.60   297.7
0.163       -145494.85   -145786.62       291.77   295.8
0.159       -145496.52   -145789.69       293.17   297.2
0.161       -145496.06   -145788.47       292.41   296.4
0.164       -145494.80   -145785.95       291.15   295.2
0.160       -145496.54   -145789.19       292.65   296.7
0.162       -145496.03   -145787.65       291.61   295.6
0.165       -145494.82   -145785.30       290.48   294.5
0.161       -145496.55   -145788.54       291.99   296.0
0.163       -145496.10   -145786.69       290.59   294.6
0.166       -145494.86   -145784.77       289.91   293.9
0.162       -145496.59   -145787.76       291.16   295.2
0.164       -145496.04   -145785.69       289.66   293.7
0.167       -145494.85   -145784.45       289.59   293.6
0.163       -145496.60   -145786.89       290.28   294.3
0.165       -145496.03   -145784.79       288.76   292.7
0.168       -145494.86   -145784.42       289.56   293.6
0.164       -145496.68   -145786.02       289.34   293.3
0.166       -145495.92   -145784.11       288.19   292.2
0.169       -145494.84   -145784.73       289.88   293.9
0.165       -145496.82   -145785.26       288.45   292.4
0.167       -145495.89   -145783.79       287.90   291.9
0.170       -145494.82   -145785.37       290.55   294.6
0.166       -145496.77   -145784.74       287.97   291.9
0.171       -145494.85   -145786.27       291.42   295.4
0.168       -145495.86   -145783.91       288.05   292.0
0.167       -145496.65   -145784.54       287.90   291.9
0.172       -145494.82   -145787.30       292.48   296.5
0.169       -145495.95   -145784.49       288.54   292.5
0.168       -145496.59   -145784.76       288.18   292.2
0.173       -145494.91   -145788.31       293.40   297.4
0.170       -145496.00   -145785.49       289.49   293.5
0.169       -145496.56   -145785.40       288.83   292.8
0.174       -145494.95   -145789.15       294.19   298.3
0.171       -145495.98   -145786.76       290.79   294.8
0.175       -145494.94   -145789.71       294.76   298.8
0.170       -145496.65   -145786.40       289.75   293.7
0.172       -145495.96   -145788.14       292.18   296.2
0.176       -145494.95   -145789.92       294.97   299.0
0.171       -145496.60   -145787.63       291.03   295.0
0.173       -145495.94   -145789.43       293.49   297.5
0.177       -145494.98   -145789.79       294.81   298.9
0.172       -145496.60   -145788.93       292.33   296.4
0.174       -145495.96   -145790.47       294.51   298.6
0.178       -145494.98   -145789.37       294.39   298.4
0.173       -145496.61   -145790.10       293.49   297.5
0.175       -145495.96   -145791.11       295.15   299.2
0.179       -145494.95   -145788.75       293.80   297.9
0.174       -145496.65   -145790.99       294.34   298.4
0.176       -145496.07   -145791.31       295.23   299.3
0.180       -145495.00   -145788.04       293.03   297.1
0.175       -145496.63   -145791.48       294.86   298.9
0.177       -145495.97   -145791.07       295.10   299.2
0.181       -145495.10   -145787.35       292.25   296.3
0.176       -145496.62   -145791.53       294.91   299.0
0.178       -145495.97   -145790.49       294.52   298.6
0.182       -145495.15   -145786.77       291.62   295.6
0.177       -145496.69   -145791.17       294.48   298.5
0.179       -145495.95   -145789.67       293.71   297.8
0.183       -145495.20   -145786.36       291.16   295.2
0.178       -145496.68   -145790.49       293.81   297.9
0.180       -145495.94   -145788.75       292.81   296.9
0.184       -145495.18   -145786.14       290.97   295.0
0.179       -145496.66   -145789.60       292.94   297.0
0.181       -145495.99   -145787.88       291.89   295.9
0.185       -145495.12   -145786.09       290.97   295.0
0.180       -145496.64   -145788.67       292.03   296.1
0.182       -145496.00   -145787.17       291.17   295.2
0.186       -145495.16   -145786.16       291.01   295.0
0.181       -145496.64   -145787.83       291.18   295.2
0.183       -145495.95   -145786.67       290.73   294.7
0.187       -145495.15   -145786.31       291.16   295.2
0.182       -145496.63   -145787.17       290.54   294.5
0.184       -145495.99   -145786.42       290.44   294.4
0.188       -145495.13   -145786.46       291.34   295.4
0.183       -145496.60   -145786.75       290.15   294.2
0.185       -145495.99   -145786.39       290.39   294.4
0.189       -145495.25   -145786.60       291.35   295.4
0.184       -145496.60   -145786.57       289.97   294.0
0.186       -145496.05   -145786.51       290.47   294.5
0.190       -145495.18   -145786.68       291.50   295.5
0.185       -145496.56   -145786.59       290.03   294.0
0.187       -145496.06   -145786.73       290.67   294.7
0.191       -145495.27   -145786.70       291.43   295.5
0.186       -145496.50   -145786.75       290.25   294.3
0.188       -145496.04   -145786.97       290.93   294.9
0.192       -145495.30   -145786.70       291.39   295.4
0.187       -145496.58   -145786.98       290.40   294.4
0.193       -145495.27   -145786.70       291.43   295.5
0.189       -145496.10   -145787.15       291.05   295.1
0.188       -145496.56   -145787.19       290.64   294.6
0.194       -145495.23   -145786.75       291.52   295.5
0.190       -145496.11   -145787.24       291.12   295.1
0.189       -145496.53   -145787.34       290.81   294.8
0.195       -145495.30   -145786.88       291.58   295.6
0.191       -145496.03   -145787.23       291.20   295.2
0.190       -145496.54   -145787.38       290.84   294.9
0.196       -145495.37   -145787.08       291.70   295.7
